Name,Fertility,Photoperiod,Temperature,Rainfall,pH,Light_Hours,Light_Intensity,Rh,Nitrogen,Phosphorus,Potassium,Category_pH,Soil_Type,Season
Strawberry,Moderate,Short Day Period,10.12386178,888.1879653,6.352386003,13.41756094,570.3154136,92.14447294,200.2869645,126.6051702,243.6980738,slightly_acidic,Sandy Clay Loam,Spring
Watermelon,High,Short Day Period,37.98677537,676.8582871,5.787303524,7.204740803,276.5631313,89.43715771,96.69616103,35.98831047,67.90561442,moderately_acidic,Sandy Loam,Spring
Beet,Moderate,Day Neutral,22.02308202,747.9422301,6.733039879,6.615898122,118.0912411,99.15038039,117.4998687,131.2167155,110.1636392,neutral,Sandy Loam,Spring
Strawberry,Moderate,Day Neutral,12.90002021,910.8012263,6.032161948,12.95807755,377.2665538,97.15000969,189.9888574,113.6566379,247.0466856,slightly_acidic,Loam,Winter
Eggplants,High,Day Neutral,25.89838566,1623.272087,6.700353208,8.289942769,734.6488419,52.35967548,139.723743,153.8746733,235.997899,neutral,Sandy Loam,Fall
Eggplants,High,Short Day Period,24.12996724,1481.406702,6.390447109,8.56111747,614.6021656,57.14721218,146.0542471,160.5017952,239.5704007,slightly_acidic,Sandy Loam,Summer
Beet,High,Short Day Period,17.04579624,746.3216581,6.665260354,6.469492235,153.8925307,98.48665153,114.0755079,164.4486708,119.0969587,neutral,Silt Loam,Spring
Endive,High,Day Neutral,19.84512187,1059.067722,6.786930423,12.89613784,298.5206223,59.69421383,57.05460734,121.9557017,162.6024489,neutral,Loam,Spring
Cauliflowers,High,Short Day Period,17.98020954,898.3199904,6.147254749,7.304057059,368.931112,55.82029322,133.71928,59.96917184,191.0683535,slightly_acidic,Sandy Loam,Fall
Radicchio,Moderate,Short Day Period,14.03122222,1888.755594,6.278180472,5.692161978,209.5809349,94.93146201,127.9197458,42.16819704,76.31446789,slightly_acidic,Loam,Fall
Beet,High,Day Neutral,20.95178975,704.8006345,6.552907571,6.684252189,149.2927889,99.67165438,100.4940657,162.3877646,108.5201468,neutral,Sandy Loam,Fall
Radicchio,Moderate,Short Day Period,21.24048467,1517.15857,7.604941262,6.580871605,99.71950458,94.6236853,127.8983671,42.55450864,91.87314621,alkaline,Loam,Fall
Chard,High,Short Day Period,23.81709248,675.6555552,6.49053933,13.19182119,930.2399777,45.13777554,179.3607763,219.12085,276.7141614,slightly_acidic,Silt Loam,Summer
Lettuce,Moderate,Day Neutral,17.30664017,1297.314086,5.986105109,14.6656645,413.4992732,52.19164264,142.5316183,46.29041483,208.6559152,moderately_acidic,Loam,Spring
Lettuce,Moderate,Long Day Period,17.86735113,1207.837435,6.555380142,13.48572123,472.389657,54.63689678,143.9598916,46.34616915,208.3258221,neutral,Loam,Fall
Cucumbers,High,Short Day Period,27.25387053,1098.771242,5.708213234,8.001744409,534.6119554,79.52535013,49.93545447,22.84331187,80.52714337,moderately_acidic,Sandy Loam,Summer
Green Peas,Moderate,Short Day Period,22.28585083,1076.534959,5.74435553,6.10069351,347.0112854,64.1180613,138.6635974,44.46735682,126.9997998,moderately_acidic,Sandy Clay Loam,Summer
Watermelon,High,Short Day Period,38.27860162,681.8445254,5.993092557,6.41855105,284.150719,89.66119604,95.89127205,32.53831633,68.32395037,moderately_acidic,Sandy Loam,Winter
Beet,Moderate,Short Day Period,16.58483718,646.986736,6.497644482,5.937859034,127.6734891,98.77593882,127.8444385,177.5580426,112.2013174,slightly_acidic,Sandy Loam,Summer
Watermelon,High,Short Day Period,35.00346916,690.6585704,6.55029901,7.108755631,302.8869591,89.76301851,84.92246702,51.76558727,35.55978696,neutral,Sandy Loam,Spring
Cress,High,Short Day Period,16.47296248,2101.750507,6.556858907,11.10621718,275.8132201,43.0540962,119.4344564,116.5542551,107.0597185,neutral,Silt Loam,Spring
Potatoes,Moderate,Short Day Period,17.32255745,677.0480356,5.910726988,6.527799584,337.8768535,65.55936769,223.62749,74.20511345,162.2572185,moderately_acidic,Loam,Spring
Chilli Peppers,High,Short Day Period,20.99409964,1065.628106,5.844986406,9.072038886,513.7576734,79.28590988,332.5614066,142.7816386,490.9227696,moderately_acidic,Loam,Summer
Asparagus,High,Short Day Period,24.59650147,1092.499731,6.332456408,8.362497686,382.0232438,50.69042934,163.4449954,91.37860943,181.4956369,slightly_acidic,Sandy Loam,Spring
Kale,High,Short Day Period,15.65408291,793.6934804,5.452654221,11.96718057,82.06995005,94.63764011,175.4670904,63.06672828,113.9198424,strongly_acidic,Loam,Winter
Chilli Peppers,Moderate,Short Day Period,25.60456296,1002.91114,6.40748097,9.540987235,290.6388851,76.83470131,289.4986523,147.8389465,548.9967124,slightly_acidic,Loam,Spring
Broccoli,High,Short Day Period,20.03782647,870.5765113,6.840864653,6.449348581,372.8361265,54.84208503,107.2977083,100.4525028,180.4701517,neutral,Loam,Winter
Cress,High,Day Neutral,14.78967408,885.1029121,6.145104345,9.840193216,299.6199656,42.69343982,101.6719747,132.2999325,84.65550253,slightly_acidic,Clay Loam,Spring
Beet,High,Short Day Period,19.42113572,873.6482273,6.518254254,5.934341158,139.309175,98.92884414,138.2434787,188.8102801,96.95125409,neutral,Sandy Loam,Spring
Cucumbers,High,Short Day Period,17.27066276,989.0214601,6.823590568,9.285705956,360.0299173,72.83183569,49.69416275,35.95446785,73.4950171,neutral,Loam,Spring
Broccoli,High,Short Day Period,20.70402424,776.9070168,6.367176557,8.075872411,466.2043098,59.54713021,95.80359968,92.55420867,158.5101622,slightly_acidic,Sandy Clay Loam,Summer
Lettuce,Moderate,Long Day Period,16.37559522,1222.627034,6.510689277,14.75983019,342.8179225,66.64203043,142.1642086,51.08271964,231.3806143,neutral,Sandy Loam,Spring
Watermelon,High,Short Day Period,39.83717807,651.3528179,6.184517444,7.022745776,269.1586859,90.5530506,90.35086929,45.27041018,66.62994598,slightly_acidic,Sandy Loam,Summer
Radicchio,Moderate,Short Day Period,22.89810724,1967.841126,6.944586864,6.820254662,255.4805059,100,127.8332924,34.32700749,72.5427415,neutral,Loam,Spring
Kale,High,Short Day Period,21.97105084,952.781191,5.643670077,9.163801568,70.67270022,96.37746068,185.6299124,47.21333392,149.1826632,moderately_acidic,Loam,Summer
Potatoes,Moderate,Short Day Period,22.96796133,588.3100028,6.175244423,7.345208027,425.5621986,67.47492357,200.8013064,73.75050327,186.0129172,slightly_acidic,Loam,Spring
Cauliflowers,High,Day Neutral,20.63916154,863.4104496,6.497022929,6.343708026,480.0599477,51.36755539,148.0980667,65.49394119,190.9841143,slightly_acidic,Loam,Winter
Endive,High,Short Day Period,19.04160192,1043.242454,7.264847432,12.95775614,304.5350369,45.06922967,46.36299834,132.912105,162.9057625,neutral,Loam,Fall
Endive,High,Day Neutral,21.00013987,1081.599355,7.242911158,11.97190897,246.2767047,44.99740006,57.43897273,125.6140661,230.2598677,neutral,Loam,Spring
Eggplants,High,Short Day Period,26.39943224,1242.506272,6.747909785,8.838856886,465.9368373,50.46513958,149.7743719,158.1799808,228.2922517,neutral,Silt Loam,Summer
Asparagus,Moderate,Short Day Period,21.28415214,956.73904,6.389723637,8.275840861,401.3134813,51.30078327,149.6887851,71.1396975,191.273373,slightly_acidic,Clay Loam,Spring
Grapes,Moderate,Day Neutral,19.42863907,815.7468555,5.79191758,12.96973388,549.8780984,94.73028584,149.7462187,68.3325208,124.9185762,moderately_acidic,Loam,Spring
Cucumbers,High,Short Day Period,20.05439091,1139.385186,7.696485573,9.061035126,530.3948548,61.29274287,49.63838972,25.69388251,77.25322044,alkaline,Clay Loam,Summer
Eggplants,High,Short Day Period,25.08592244,1372.973043,6.608546343,9.297817724,413.9273011,60.18587334,145.6743467,154.8874247,210.5116004,neutral,Sandy Loam,Fall
Endive,Moderate,Day Neutral,21.32369676,1134.484063,6.956487424,12.57233825,253.43557,54.43370123,53.4061022,84.07411256,228.543666,neutral,Silt Loam,Fall
Spinach,High,Day Neutral,17.76476267,1023.813828,6.327319105,10.96451996,224.423558,45.99026008,117.1844594,73.42718702,62.38507925,slightly_acidic,Sandy Loam,Spring
Endive,High,Short Day Period,19.3731982,1023.083349,7.339023214,12.33919881,296.2861646,55.25611246,59.72482781,118.6068579,127.7001856,alkaline,Sandy Loam,Fall
Lettuce,Moderate,Long Day Period,16.42023472,1246.30641,6.24807626,12.85532105,377.3551678,66.53620716,139.7469401,43.34755125,222.3958805,slightly_acidic,Sandy Loam,Fall
Tomatoes,High,Short Day Period,23.80808173,293.3424206,6.096321064,6.36016793,341.7083864,52.21036302,135.1860879,158.2086404,282.3686421,slightly_acidic,Sandy Loam,Fall
Spinach,High,Short Day Period,16.61010036,1056.224494,5.689160177,11.83507636,224.3622816,41.41300131,102.4983158,62.06717725,58.42870825,moderately_acidic,Sandy Loam,Spring
Arugula,Moderate,Short Day Period,16.8049846,739.7339418,7.487561622,10.70029919,333.8200345,35.77959085,161.2064172,366.8645327,161.2958419,alkaline,Loam,Fall
Broccoli,High,Short Day Period,20.10840254,859.3644309,6.277951016,6.589341926,538.3019939,56.68599907,111.3148891,117.569764,162.1053563,slightly_acidic,Clay Loam,Fall
Chard,High,Short Day Period,23.23457973,579.6199877,6.288899123,12.94459972,958.7262439,41.57486404,170.8555037,259.8228507,262.1823799,slightly_acidic,Sandy Loam,Spring
Radicchio,Moderate,Short Day Period,18.63396239,1749.748647,7.847358646,6.120749724,225.3253145,93.27445761,124.3302535,39.19086994,66.94960315,alkaline,Loam,Spring
Cabbage,High,Short Day Period,19.21978981,801.3558349,6.932920733,6.517879061,503.8498566,77.44995684,144.6752038,77.11167752,192.561457,neutral,Loam,Spring
Watermelon,High,Short Day Period,34.92749944,665.2452626,6.380601055,7.69284448,278.1530326,89.86085291,78.1927561,49.96418186,45.57757112,slightly_acidic,Sandy Loam,Summer
Green Peas,High,Short Day Period,16.90258684,1029.318051,6.715492216,7.124042448,269.2821221,66.9795014,147.6222624,47.59496061,125.0764404,neutral,Sandy,Fall
Cress,High,Day Neutral,16.67982965,1334.867052,6.176957087,11.58929873,257.6823803,47.98311245,84.18112715,108.0127473,72.48070271,slightly_acidic,Loam,Fall
Cabbage,High,Short Day Period,19.92196853,675.9814825,6.246247001,6.563309017,528.7097115,74.82304033,144.2653466,91.3500393,195.4522562,slightly_acidic,Loam,Spring
Arugula,High,Day Neutral,21.8538564,448.7420454,7.366622393,11.1344013,299.1503798,30.25390939,167.9747483,334.2830468,165.0619522,alkaline,Silt Loam,Summer
Lettuce,Moderate,Short Day Period,17.02979716,1292.279415,6.757040904,13.60763065,461.7475678,61.45106174,146.7850048,45.41631385,236.5803589,neutral,Sandy Loam,Fall
Chilli Peppers,Moderate,Short Day Period,27.65029354,1029.120233,6.555116995,9.600301134,579.1613373,73.81163964,317.5986424,151.4135525,496.3573037,neutral,Sandy Clay Loam,Spring
Cucumbers,High,Short Day Period,28.8184252,1130.918142,6.93398015,8.79933616,524.2514497,66.46969724,49.03455988,31.87101787,70.54476877,neutral,Sandy Loam,Fall
Green Peas,Moderate,Short Day Period,25.384766,968.0958591,6.261937818,7.278205918,312.0702,65.97841298,146.1664374,42.60858126,113.9346398,slightly_acidic,Sandy Loam,Fall
Asparagus,High,Short Day Period,22.09714382,1006.21067,6.490173407,8.525775897,464.3103373,51.75476623,137.5122628,74.74478656,182.8411978,slightly_acidic,Sandy Loam,Spring
Green Peas,Moderate,Short Day Period,18.78104499,959.2230478,7.258721781,7.472568153,274.2502142,67.42186307,146.7296333,37.45889057,117.730667,neutral,Sandy Loam,Spring
Potatoes,Moderate,Short Day Period,20.52089072,603.9691244,5.604368016,7.197433221,410.2208164,68.58677792,197.9803736,73.19635754,219.9571516,moderately_acidic,Loam,Fall
Cauliflowers,Moderate,Short Day Period,17.30684016,1150.76643,6.783330079,6.397733389,356.3344774,55.06636507,144.2880053,77.12918392,184.9752281,neutral,Loam,Summer
Lettuce,Moderate,Long Day Period,15.6090881,1190.603503,6.830852003,14.25677418,330.7732042,56.2623612,138.7347771,41.18944491,236.127448,neutral,Sandy Loam,Summer
Asparagus,High,Short Day Period,18.67377042,1116.822168,6.151525225,9.022731909,380.2520399,53.53109225,167.8331095,94.34289452,158.1927264,slightly_acidic,Sandy Loam,Winter
Potatoes,Moderate,Short Day Period,23.01841796,587.7080208,4.915513167,7.10279988,392.8763051,63.64667552,186.9532941,122.7511301,180.261412,strongly_acidic,Loam,Fall
Chilli Peppers,Moderate,Short Day Period,20.46709957,845.2718389,5.560493352,9.839657729,369.2009818,89.56827318,361.4437131,148.1939039,524.5644948,moderately_acidic,Loam,Spring
Cabbage,High,Short Day Period,21.79687658,698.1335715,6.97087556,7.556347741,360.6662907,68.2847502,140.9015121,83.17568468,189.7589115,neutral,Loam,Spring
Tomatoes,Moderate,Short Day Period,25.43231297,489.0966701,6.390862981,6.568548692,585.6704351,55.91189358,133.9901916,158.3248127,270.4855387,slightly_acidic,Loam,Spring
Radicchio,Moderate,Short Day Period,20.27178695,1768.313886,6.409590973,7.130638092,220.686304,88.95394134,129.9977988,42.2978857,82.78620322,slightly_acidic,Clay Loam,Winter
Watermelon,High,Short Day Period,32.64278068,605.2784652,6.625486547,6.989613578,301.0221698,90.06590308,93.57043094,49.80216379,41.57675848,neutral,Silt Loam,Summer
Kale,High,Short Day Period,16.43661276,741.4895741,5.553319227,10.02899252,81.89554011,92.21574693,165.9846252,62.28273074,136.3708603,moderately_acidic,Loam,Spring
Cress,Moderate,Day Neutral,17.60133177,1249.583191,6.359638753,11.37380724,295.6864704,45.70819158,107.1566167,57.28668362,120.1508857,slightly_acidic,Clay Loam,Spring
Strawberry,High,Day Neutral,18.86912602,825.7168275,6.443792939,13.21961494,530.0488237,92.61268304,180.3532213,126.9543446,244.1985324,slightly_acidic,Loam,Summer
Potatoes,Moderate,Short Day Period,15.45638283,579.8468905,5.274266485,7.503744644,407.7471835,65.54799063,198.4215127,109.9804272,188.9495187,strongly_acidic,Silt Loam,Summer
Cucumbers,Moderate,Short Day Period,25.69801367,1129.253954,7.209834483,10.00454881,432.9903065,76.79109339,49.98352818,24.05232051,73.41248568,neutral,Sandy Loam,Winter
Broccoli,High,Day Neutral,20.57599616,1143.650209,6.362077038,6.298409032,663.3774931,59.2811353,105.2225551,122.0323327,144.7678743,slightly_acidic,Sandy Loam,Summer
Tomatoes,High,Short Day Period,27.19675893,480.7429168,6.71095684,7.792644322,639.7065873,54.75893508,155.5492783,163.8070137,341.1256171,neutral,Clay Loam,Summer
Lettuce,Moderate,Day Neutral,16.36025747,1208.969951,6.254134967,13.42366907,490.2340242,53.37217601,140.6353915,48.07953262,249.9801319,slightly_acidic,Loam,Fall
Lettuce,Moderate,Long Day Period,15.21905076,1232.787184,6.608074487,15.71733298,535.5632352,54.94610224,133.737368,40.51186013,241.2042865,neutral,Sandy Loam,Fall
Endive,High,Short Day Period,20.89064681,1213.083124,6.886523692,13.8959828,294.6506222,50.37589408,50.65549155,116.7355824,237.8637593,neutral,Loam,Spring
Cabbage,Moderate,Short Day Period,12.79704243,650.6065731,6.521716444,7.110249935,437.1976382,80.32263684,139.9645531,60.06048718,188.8040634,neutral,Loam,Summer
Asparagus,High,Short Day Period,15.88045687,627.1275975,6.663147122,8.008997825,447.6554971,52.44642218,180.267446,78.74485328,203.3284502,neutral,Sandy Loam,Spring
Cress,Moderate,Day Neutral,20.44490927,1589.60986,6.84389793,11.03155268,356.4184713,47.5324626,63.83384533,118.7012955,93.72373621,neutral,Loam,Spring
Potatoes,Moderate,Short Day Period,20.57265754,671.1381724,5.783178622,7.061501,453.5809031,65.27985375,194.6865654,87.27317888,220.3861251,moderately_acidic,Loam,Fall
Strawberry,High,Day Neutral,18.25200345,710.625392,6.384715364,15.40211295,388.8482136,94.3640958,156.7938781,120.1750802,237.8851018,slightly_acidic,Sandy Clay Loam,Winter
Spinach,Moderate,Day Neutral,19.92673843,943.4321229,7.325257378,12.78292995,193.1385321,59.21899956,116.0306829,77.37374214,56.16632883,alkaline,Sandy Loam,Spring
Eggplants,High,Short Day Period,24.82787376,1212.63303,6.130599713,9.268483576,493.0816613,52.61329047,150.8826524,150.3323342,230.9093048,slightly_acidic,Sandy Loam,Spring
Potatoes,Moderate,Short Day Period,22.52290629,715.3699335,5.107454814,7.285051391,379.5109972,66.26665162,213.9475765,67.39088144,237.5986561,strongly_acidic,Loam,Fall
Chilli Peppers,Moderate,Short Day Period,29.09972195,1055.467986,6.289851423,11.07314075,585.22369,76.34901089,358.5863237,144.8772954,508.5238267,slightly_acidic,Sandy Loam,Spring
Chilli Peppers,Moderate,Short Day Period,26.2970364,698.301565,6.413662522,9.364908804,453.1121431,74.35548696,372.4406193,141.033561,524.1885516,slightly_acidic,Loam,Fall
Potatoes,Moderate,Short Day Period,18.95529298,804.3364188,6.158441591,5.874936551,390.7042083,66.53502316,182.4843354,100.0314591,196.7474301,slightly_acidic,Loam,Fall
Chilli Peppers,Moderate,Short Day Period,26.65121022,454.9180309,6.853143571,10.8464648,719.9744475,73.13929468,351.8048715,146.9340388,542.7489429,neutral,Sandy Loam,Winter
Eggplants,Moderate,Short Day Period,22.51330474,1563.896924,6.389659868,8.358772067,461.2800096,57.76128214,138.8418668,152.9062526,218.4783973,slightly_acidic,Sandy Loam,Summer
Spinach,High,Day Neutral,14.83564236,1046.608969,7.774255187,11.17570112,225.7624567,65.67004168,116.159706,72.81254462,61.70964753,alkaline,Sandy Loam,Summer
Chilli Peppers,High,Short Day Period,23.73365295,745.1878844,6.337876592,7.957610555,882.6378625,75.95667301,396.8844594,140.3121815,474.1150932,slightly_acidic,Loam,Fall
Cabbage,High,Short Day Period,21.82474474,670.8141247,6.240022888,8.194426181,540.1614558,62.36626739,157.4434956,58.8311808,184.4216609,slightly_acidic,Loam,Fall
Cabbage,High,Short Day Period,20.0648146,846.4429094,6.534132399,6.27435781,620.3907649,79.00804232,116.8130212,60.93420816,194.1143919,neutral,Loam,Summer
Cabbage,High,Short Day Period,23.70773048,770.9397562,6.131473153,7.466888335,378.9065491,80.09361504,151.2521454,70.13324592,183.8076384,slightly_acidic,Sandy Clay Loam,Winter
Cress,High,Day Neutral,19.98921015,1340.362306,6.70761764,11.77052745,390.2668515,44.07363579,66.06231313,98.72276459,107.930757,neutral,Loam,Fall
Endive,High,Short Day Period,19.0488862,1210.361938,7.642744697,13.00779633,218.7846074,45.57339552,50.35193362,157.5719126,228.8882384,alkaline,Loam,Spring
Strawberry,Moderate,Day Neutral,14.5508331,752.1890279,6.839101181,13.06214428,441.3604504,90.85238432,172.953437,127.7404688,250.4905755,neutral,Loam,Spring
Cress,High,Day Neutral,17.14227759,1383.835959,6.822258879,12.2852346,272.0984133,44.9784921,90.98236395,88.05716627,65.19314847,neutral,Loam,Spring
Watermelon,High,Short Day Period,33.9866849,545.8559286,7.156232796,6.883994819,260.0178224,90.55835244,88.80701936,41.11467154,64.24428756,neutral,Sandy Loam,Spring
Asparagus,High,Day Neutral,19.66337446,1152.320957,6.466473132,9.520961505,486.67868,55.22087941,158.9114579,88.76253227,187.422454,slightly_acidic,Sandy Loam,Spring
Chilli Peppers,Moderate,Short Day Period,27.08403762,982.509369,5.565186925,8.905424449,517.1690328,81.59443966,393.0870794,147.3876855,494.2839001,moderately_acidic,Loam,Fall
Beet,High,Short Day Period,23.77907572,621.1285892,6.644172868,6.449699315,111.1547578,99.1186345,103.0502632,146.8365975,96.62847014,neutral,Sandy Loam,Spring
Lettuce,Moderate,Day Neutral,16.01165791,1198.644505,5.735010423,15.09159981,564.9329801,65.60220175,137.856647,45.45719954,261.162503,moderately_acidic,Sandy Clay Loam,Summer
Cucumbers,High,Short Day Period,29.90673576,1094.268852,6.054300744,9.820688651,502.5605009,75.06004101,51.42762661,23.25333525,77.97167313,slightly_acidic,Loam,Spring
Kale,High,Day Neutral,17.12525306,565.6547284,6.009671464,9.108063189,77.0937792,94.48465043,174.2442531,60.31264161,133.642631,slightly_acidic,Loam,Spring
Eggplants,High,Short Day Period,23.58556217,1411.568246,6.338886264,10.34053228,585.8678348,55.93677855,146.4940424,155.1229168,219.2528774,slightly_acidic,Sandy Loam,Summer
Cucumbers,Moderate,Day Neutral,25.55620334,973.0211417,6.880959548,8.393228862,414.9219848,74.298992,47.67159905,12.11283605,71.69382937,neutral,Sandy Clay Loam,Summer
Beet,High,Short Day Period,18.01017058,544.4024646,6.302601271,6.836312893,120.5509464,98.6455228,109.1871309,153.979749,111.1530084,slightly_acidic,Sandy Loam,Spring
Eggplants,High,Short Day Period,26.77837213,1401.625219,5.515003593,9.060055328,712.2221738,51.28834552,141.3026597,149.3632277,220.6468477,moderately_acidic,Clay Loam,Fall
Chilli Peppers,High,Day Neutral,21.9315966,586.8770347,6.690977107,7.097659447,430.9783818,66.52254998,390.9576527,146.8619413,545.7237646,neutral,Sandy Loam,Fall
Radicchio,Moderate,Short Day Period,9.467080278,2337.597745,7.395977842,6.405771674,275.0702351,95.7565305,126.5519081,38.20421901,87.08206616,alkaline,Sandy Clay Loam,Winter
Cabbage,High,Short Day Period,20.3948028,753.5320555,7.43235255,8.3587586,407.6027576,86.48461607,146.6907685,79.05678249,192.6639571,alkaline,Loam,Summer
Radicchio,High,Short Day Period,9.057060466,1938.748388,7.218808954,7.448836049,287.7657716,91.68053664,136.160979,42.61456564,77.9263168,neutral,Loam,Spring
Cabbage,High,Day Neutral,16.33851021,825.1611652,6.152135985,7.357660607,323.4415559,79.44590061,151.6211921,55.3521042,188.1826008,slightly_acidic,Loam,Fall
Green Peas,High,Short Day Period,10.87484655,1024.833379,6.031043062,7.043626309,354.8071607,66.43434309,137.0449579,45.03444372,132.9290534,slightly_acidic,Sandy,Fall
Cabbage,High,Short Day Period,21.12918475,869.7439263,6.656947291,6.464674379,252.5721335,69.27989834,152.54305,56.87780906,191.9715659,neutral,Loam,Winter
Tomatoes,Moderate,Short Day Period,24.55336566,458.6037343,5.890570229,6.327927022,511.2558052,53.80412124,130.3145795,178.1696122,325.5400343,moderately_acidic,Sandy Loam,Summer
Cucumbers,High,Short Day Period,24.78043697,1105.653047,6.515377359,8.737522842,318.8380101,62.52314361,50.0957701,36.91097341,65.70251174,neutral,Silt Loam,Summer
Grapes,Moderate,Day Neutral,24.77831332,802.6119346,6.751844484,13.54829476,536.8163524,90.81587401,146.7791126,63.33812329,164.7198505,neutral,Loam,Winter
Green Peas,Moderate,Short Day Period,14.22005819,891.2631998,6.220034394,8.253672868,304.8849352,61.08578439,149.8257722,42.25886085,148.0018599,slightly_acidic,Loam,Spring
Beet,High,Short Day Period,19.2379906,663.93451,6.717597849,6.438298792,129.3504984,99.77824133,111.5168823,163.4265065,97.20743051,neutral,Sandy Loam,Fall
Cucumbers,High,Short Day Period,31.12114451,1103.719581,6.068309275,8.67129849,663.5883132,59.77863407,48.21545466,21.99525716,69.86914915,slightly_acidic,Sandy Loam,Spring
Eggplants,Moderate,Short Day Period,24.89119532,1336.224174,5.436515391,9.422084809,564.6291295,52.91096774,142.8227035,156.3288623,231.3234834,strongly_acidic,Sandy Loam,Fall
Broccoli,High,Short Day Period,18.95366155,923.4439988,6.116017587,5.776110936,336.1063281,60.27459612,109.7989118,99.25650553,127.9771971,slightly_acidic,Loam,Spring
Cauliflowers,High,Short Day Period,24.04229549,1025.337763,6.384097255,6.965399682,276.3510449,60.63203166,122.2110349,75.59855838,188.6491358,slightly_acidic,Silt Loam,Winter
Cucumbers,High,Day Neutral,32.43369116,1166.842752,7.294600027,8.582559903,565.3332192,64.68467389,48.1880253,26.86649295,70.05469155,neutral,Sandy Loam,Summer
Cabbage,High,Short Day Period,21.60874821,803.4481809,6.86463992,7.397696788,259.8697157,76.37846319,133.6846244,105.1200236,198.4850036,neutral,Sandy Loam,Fall
Radicchio,Moderate,Short Day Period,13.63883677,1910.428027,6.916452375,6.831707412,207.0520973,89.65421284,126.1681026,45.63951182,72.33479753,neutral,Loam,Fall
Chard,High,Day Neutral,20.58433585,731.207334,6.453143808,12.13763917,999.2746816,46.79096284,140.8828649,228.8243638,351.3723754,slightly_acidic,Loam,Spring
Arugula,Moderate,Short Day Period,18.32582685,898.9137757,7.183721139,11.62742604,238.7033195,36.39114901,163.3672542,347.12504,155.3812817,neutral,Loam,Fall
Asparagus,High,Short Day Period,12.69372507,1200.922513,6.409124386,9.158206739,337.0415412,41.50678677,186.1030857,95.4245649,158.5759645,slightly_acidic,Sandy Loam,Spring
Strawberry,Moderate,Short Day Period,14.96829627,889.8793566,6.684238137,12.27280064,523.1211965,92.68127197,194.5194726,114.2791709,246.8061477,neutral,Loam,Spring
Tomatoes,High,Short Day Period,23.32047285,561.7358719,5.910611903,6.974445239,575.4880847,55.11840713,150.3108224,147.139344,333.0916306,moderately_acidic,Sandy Clay Loam,Spring
Spinach,High,Short Day Period,18.61707813,1013.958955,7.250115098,10.57545,227.0191854,68.61667823,116.4111168,79.85164192,64.07634519,neutral,Sandy Loam,Spring
Watermelon,High,Short Day Period,30.95593287,446.9305028,6.484733531,7.747821115,252.2121586,88.46648719,80.70700114,39.7036326,26.19954848,slightly_acidic,Clay Loam,Spring
Chard,High,Day Neutral,21.89407065,689.1985578,6.656247339,12.85795053,892.3120644,39.57970325,142.0012209,200.3211815,458.1614779,neutral,Sandy Clay Loam,Summer
Green Peas,Moderate,Short Day Period,18.15668371,751.9930555,6.932718266,6.843359325,207.7921806,63.34645817,161.2697929,34.87165003,127.6207346,neutral,Sandy,Fall
Watermelon,High,Short Day Period,38.64434899,565.7941883,6.080003356,6.531075174,253.9459647,89.51131896,88.58714074,45.2851993,62.6667346,slightly_acidic,Sandy Loam,Spring
Tomatoes,Moderate,Short Day Period,19.10291634,530.6171011,5.59755624,6.973391635,403.9995553,52.28609803,143.2291871,162.0002559,319.76704,moderately_acidic,Sandy Loam,Spring
Watermelon,Moderate,Short Day Period,36.25767614,640.8917123,6.524925555,7.49515467,287.107194,89.28192231,100.4424332,55.53189191,64.6452434,neutral,Silt Loam,Summer
Spinach,High,Day Neutral,16.99376003,1104.406051,8.038271011,9.741004095,181.5443398,69.7677321,126.0500055,68.15350142,60.5822629,alkaline,Clay Loam,Fall
Chard,High,Day Neutral,20.74627883,739.476758,6.529224094,12.90925357,903.4273021,49.53034643,116.9106111,292.2220537,293.8469821,neutral,Sandy Loam,Winter
Chard,High,Day Neutral,21.99485451,661.9327618,6.147801182,13.393735,931.4960308,49.03747927,127.3510996,188.4979321,452.781876,slightly_acidic,Loam,Fall
Asparagus,High,Short Day Period,21.85031316,906.1423631,6.372919759,8.380398718,434.3928508,37.55917605,167.143757,92.68344962,170.7469098,slightly_acidic,Sandy Loam,Spring
Grapes,High,Day Neutral,19.21747529,797.9768185,6.590501034,13.09901831,619.6607029,93.66713878,142.8895295,62.72314221,129.8688133,neutral,Loam,Summer
Potatoes,Moderate,Short Day Period,24.26598355,538.5437901,6.587896471,6.860068919,257.7558827,69.50394113,163.2655502,91.64150735,110.3358495,neutral,Loam,Fall
Beet,High,Short Day Period,21.73850569,617.058348,6.317430135,6.490657959,112.666216,98.85238392,157.0233041,144.5164122,108.7298659,slightly_acidic,Loam,Summer
Cauliflowers,High,Short Day Period,19.42226643,691.4087409,6.15944246,7.235807544,52.81638845,55.7648281,126.4802766,81.10787941,182.3059612,slightly_acidic,Loam,Fall
Eggplants,High,Short Day Period,25.89190401,1380.523135,6.338226013,9.489109396,548.0605503,56.75941647,147.8364936,158.6015749,218.0094842,slightly_acidic,Silt Loam,Spring
Broccoli,Moderate,Short Day Period,19.09299016,857.4714584,6.231367545,6.438810006,352.1171046,56.12249001,93.13108958,99.32421834,141.6839881,slightly_acidic,Sandy Clay Loam,Fall
Strawberry,Moderate,Day Neutral,22.03471271,728.9778366,6.273984075,12.45591149,439.2202902,95.62320301,150.4733182,117.3355639,242.6314627,slightly_acidic,Loam,Summer
